"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT08"
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-09-10","6.71"," 1241"," 1130","0.00",,,"66","77","55",,"   20","   30","15.0","17.9",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-09-11","8.72"," 1609"," 1535","0.00",,,"69","80","57",,"   70","   80","17.0","21.9",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-09-12","14.54"," 1005"," 1004","0.02",,,"67","73","61",,"   80","   80","23.0","29.1",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-09-13","10.96"," 0843"," 1444","0.75",,,"73","81","65",,"   60","  100","17.0","23.0",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-09-14","6.04"," 1853"," 1450","0.35",,,"79","84","73",,"  130","  200","13.0","17.0",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-09-15","6.93"," 1617"," 1617","0.61",,,"74","80","68",,"  100","  110","17.9","23.0",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-09-16","7.38"," 1106"," 1105","0.01",,,"70","79","60",,"   10","   10","16.1","21.0",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-09-17","8.05"," 1600"," 1644","0.00",,,"68","79","56",,"   70","   90","17.0","21.0",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-09-18","19.91"," 2256"," 2229","0.43",,,"68","74","62",,"   90","  100","36.0","46.1",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-09-19","14.76"," 0116"," 0115","0.14",,,"74","83","65",,"  100","  100","34.9","44.1",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-09-20","4.25"," 1438"," 1453","0.00",,,"73","83","63",,"  260","  290","12.1","14.1",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-09-21","4.70"," 0845"," 0921","0.00",,,"68","76","60",,"   30","   60","12.1","15.0",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-09-22","7.61"," 1403"," 1622","0.00",,,"71","77","64",,"  130","  120","17.9","21.9",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-09-23","8.50"," 0657"," 0701","0.82",,,"66","76","56","    0","  320","  280","28.0","32.0",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-09-24","3.13"," 1340"," 1416","0.01",,,"62","74","50",,"  210","  260","14.1","17.0",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-09-25","5.59"," 0938"," 1057","0.00",,,"67","79","55",,"  210","  210","17.0","21.0",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-09-26","5.59"," 1703"," 1956","0.00",,,"71","78","64",,"   80","  130","12.1","13.0",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-09-27","6.71"," 1415"," 1414","0.03",,,"74","81","66",,"  140","  110","17.9","25.9",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-09-28","5.37"," 0841"," 0840","0.67",,,"63","72","53",,"  320","  320","16.1","19.9",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-09-29","10.51"," 1335"," 1555","0.00",,,"59","67","51","    0","  280","  290","17.9","25.1",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-09-30","6.49"," 1549"," 1544","0.00",,,"56","65","47","    0","  280","  250","14.1","23.0",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-10-01","4.70"," 0522"," 0522","0.00",,,"54","61","46","    0","  320","  330","14.1","17.9",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-10-02","9.40"," 1457"," 1407","0.00",,,"51","58","43","    0","  270","  330","23.0","31.1",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-10-03","5.59"," 1618"," 1609","0.00",,,"47","58","36","    0","  230","  210","14.1","17.9",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-10-04","6.71"," 1630"," 1630","0.07",,,"52","63","41","    0","  320","  320","21.0","23.9",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-10-05","6.49"," 1328"," 1149","0.00",,,"51","61","40","    0","  260","  300","21.0","28.0",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-10-06","4.03"," 1600"," 1354","0.00",,,"51","61","40","    0","  300","  280","13.0","16.1",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-10-07","2.01"," 1521"," 1544","0.00",,,"53","67","39","    0","  260","  240","10.1","12.1",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-10-08","2.01"," 1424"," 1430","0.00",,,"61","73","48","    0","  200","  210","13.0","14.1",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-10-09","1.12"," 1922"," 1920","0.01",,,"67","80","53","    0","  120","  130","10.1","13.0",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-10-10","10.07"," 1403"," 1403","0.01",,,"62","69","54","    0","   60","   50","17.9","21.0",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-10-11","11.41"," 1312"," 1408","0.00",,,"65","75","54","    0","   50","   50","21.0","23.9",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-10-12","9.40"," 0914"," 1432","0.00",,,"69","77","61","    0","  350","  330","17.0","21.0",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-10-13","6.71"," 0218"," 0212","0.00",,,"62","72","52","    0","  350","  360","16.1","21.0",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-10-14","7.38"," 2315"," 2316","1.22",,,"60","70","49","    0","  270","  280","32.0","40.0",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-10-15","17.67"," 1056"," 1056","0.12",,,"56","63","48","    0","  280","  270","38.9","48.1",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-10-16","10.74"," 1230"," 1229","0.07",,,"56","68","43","    0","  250","  240","25.9","34.9",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-10-17","5.59"," 1835"," 1835","0.19",,,"51","56","46","    0","  360","  360","14.1","16.1",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-10-18","5.59"," 1052"," 1436","0.01",,,"50","58","42","    0","   20","  290","15.0","17.9",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-10-19","9.40"," 1552"," 1410","0.00",,,"53","64","41","    0","  340","  330","21.0","28.0",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-10-20","5.14"," 1412"," 1411","0.00",,,"50","61","39","    0","  210","  210","15.0","17.9",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-10-21","11.41"," 1026"," 0935","0.00",,,"64","71","56","    0","  220","  220","21.9","29.1",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-10-22","9.40"," 1705"," 1518","0.06",,,"51","59","42","    0","  340","  320","19.9","23.9",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-10-23","9.62"," 1547"," 1545","0.00",,,"39","46","32","    0","  310","  310","21.0","25.1",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-10-24","6.49"," 1231"," 1256","0.00",,,"42","54","30","    0","  280","  290","21.0","25.1",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-10-25","3.58"," 1403"," 1125","0.00",,,"47","62","32","    0","  210","  220","16.1","21.0",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-10-26","7.16"," 2202"," 1223","0.18",,,"63","70","56","    0","  200","  210","14.1","21.0",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-10-27","6.49"," 1518"," 1517","1.74",,,"57","66","47","    0","  250","  250","34.9","40.9",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-10-28","4.47"," 2353"," 2353","0.60",,,"49","58","39","    0","   30","   30","12.1","14.1",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-10-29","9.62"," 0652"," 0627","1.29",,,"52","57","46","    0","  360","  330","17.9","23.9",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-10-30","4.25"," 1225"," 1225","0.00",,,"50","62","38","    0","  230","  230","16.1","19.9",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-10-31","3.13"," 1137"," 1416","0.00",,,"56","71","40","    0","  200","  180","13.0","15.0",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-11-01","2.91"," 1558"," 1557","0.00",,,"63","78","47","    0","  290","  290","10.1","13.0",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-11-02","3.58"," 1621"," 1440","0.00",,,"64","73","54","    0","  230","  240","8.9","13.0",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-11-03","5.37"," 2159"," 2159","0.01",,,"66","79","53","    0","  220","  220","12.1","15.0",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-11-04","8.28"," 1524"," 1452","0.01",,,"63","69","57","    0","   60","   60","17.0","21.0",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-11-05","6.04"," 0655"," 0713","0.51",,,"61","65","57",,"   50","   60","13.0","15.0",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-11-06","6.49"," 1920"," 1918","0.32",,,"58","63","53",,"  100","  100","13.0","16.1",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-11-07","8.50"," 1041"," 0936","0.00",,,"54","58","49",,"  340","  360","17.9","21.9",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-11-08","11.41"," 1510"," 1302","0.00",,,"42","50","33",,"  360","   10","21.9","28.0",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-11-09","4.92"," 0015"," 2356","0.00",,,"36","44","27",,"  350","  360","14.1","17.0",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-11-10","1.79"," 1320"," 1250","0.00",,,"36","48","24",,"  250","  230","10.1","17.0",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-11-11","3.58"," 1958"," 1831","0.00",,,"43","56","29",,"  220","  230","13.0","16.1",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-11-12","3.36"," 1004"," 2104","0.41",,,"54","57","50",,"  310","  170","10.1","12.1",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-11-13","23.49"," 1003"," 1000","0.01",,,"50","60","40",,"  280","  280","40.9","55.9",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-11-14","19.24"," 0926"," 0852","0.00",,,"42","47","37",,"  300","  320","34.9","46.1",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-11-15","7.83"," 0914"," 0909","0.00",,,"44","53","35",,"  320","  300","23.0","30.0",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-11-16","2.91"," 1838"," 1838","0.01",,,"45","56","33",,"   30","   30","10.1","12.1",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-11-17","4.47"," 1338"," 1337","0.00",,,"50","58","42","    0","  310","  310","10.1","13.0",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-11-18","7.38"," 2325"," 2341","0.00",,,"48","57","39","    0","  120","  130","14.1","16.1",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-11-19","9.40"," 1428"," 1421","1.84",,,"61","68","53",,"  150","  140","23.9","34.9",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-11-20","13.42"," 0957"," 0956","0.27",,,"48","54","41",,"  340","  340","28.0","34.9",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-11-21","8.28"," 1336"," 1438","0.00",,,"53","65","41",,"  270","  300","17.0","19.9",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-11-22","2.68"," 0955"," 0954","0.00",,,"52","63","40",,"   40","   30","12.1","13.0",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-11-23","2.46"," 1039"," 1032","0.00",,,"51","64","37",,"  310","  290","21.0","30.0",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-11-24","7.61"," 2043"," 2043","0.13",,,"51","65","36",,"  280","  280","31.1","36.9",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-11-25","8.05"," 0911"," 2356","0.00",,,"39","45","33",,"  330","  300","17.9","25.1",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-11-26","2.46"," 1204"," 1203","0.00",,,"39","47","30",,"  220","  210","12.1","15.0",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-11-27","2.46"," 1506"," 2113","0.00",,,"45","56","34",,"  130","  130","8.9","10.1",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-11-28","7.61"," 1931"," 1930","0.79",,,"55","66","43",,"  290","  300","30.0","34.9",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-11-29","19.91"," 1201"," 1345","0.00",,,"41","45","37",,"  260","  250","33.1","42.9",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-11-30","11.86"," 1150"," 1140","0.00",,,"44","51","37","    0","  250","  260","23.0","29.1",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-12-01","13.42"," 1210"," 1156","0.00",,,"43","53","32","    0","  280","  290","32.0","40.0",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-12-02","14.54"," 1220"," 1219","0.00",,,"32","39","24","    0","  320","  320","32.0","44.1",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-12-03","7.38"," 1202"," 0922","0.00",,,"27","35","19",,"  290","  330","17.9","23.0",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-12-04","3.58"," 1250"," 1250","0.00",,,"30","41","19",,"  240","  240","14.1","17.0",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-12-05","12.75"," 1531"," 1522","0.51",,,"31","35","27",,"   40","   40","21.9","25.9",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-12-06","15.21"," 0802"," 0801","0.02",,,"28","29","26",,"   10","   20","23.9","31.1",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-12-07","15.21"," 1217"," 1217","0.00",,,"28","32","23",,"  320","  320","25.1","33.1",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-12-08","7.16"," 1127"," 1127","0.00",,,"28","35","21","    0","  330","  330","15.0","17.9",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-12-09","1.79"," 2353"," 0957","0.00",,,"31","37","25",,"   50","   50","6.0","6.9",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-12-10","7.61"," 1758"," 1758","0.14",,,"41","52","29",,"   80","   80","15.0","17.9",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-12-11","16.33"," 1713"," 1711","2.06",,,"49","59","39",,"  290","  300","34.9","47.0",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-12-12","13.20"," 0245"," 0255","0.00",,,"37","43","31",,"  290","  300","23.9","31.1",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-12-13","7.61"," 1017"," 0947","0.00",,,"31","35","27",,"  340","  330","16.1","21.0",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-12-14","14.09"," 1631"," 1630","1.01",,,"37","44","29",,"   70","   70","21.9","28.0",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-12-15","16.55"," 1257"," 1404","0.00",,,"37","42","32",,"  300","  280","33.1","42.9",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-12-16","4.03"," 0042"," 0041","0.00",,,"39","49","29",,"  270","  270","12.1","14.1",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-12-17","9.40"," 2025"," 2149","0.67",,,"42","51","32",,"  290","  280","25.9","33.1",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-12-18","15.66"," 0908"," 1107","0.00",,,"33","37","29","    0","  250","  250","25.1","32.0",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-12-19","8.05"," 0045"," 0044","0.00",,,"32","36","28","    0","  290","  290","15.0","17.9",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-12-20","10.96"," 2323"," 2322","0.00",,,"34","39","29","    0","  300","  310","19.9","25.1",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-12-21","10.74"," 1414"," 1406","0.00",,,"32","40","24","    0","  250","  240","19.9","25.1",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-12-22","7.61"," 0011"," 0058","0.00",,,"42","52","32","    0","  220","  230","16.1","21.0",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-12-23","5.59"," 1358"," 1357","0.00",,,"50","60","40","    0","  200","  220","16.1","21.9",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-12-24","8.50"," 1607"," 1552","2.11",,,"50","59","40","    0","  290","  290","21.9","29.1",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-12-25","11.41"," 1449"," 1717","0.00",,,"37","41","33","    0","  290","  270","21.9","28.0",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-12-26","12.53"," 1431"," 1524","0.00",,,"35","41","29","    0","  270","  260","25.1","32.0",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-12-27","8.28"," 0855"," 0854","0.00",,,"41","50","32","    0","  320","  320","21.0","25.1",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-12-28","1.34"," 1455"," 1454","0.00",,,"40","51","28","    0","  150","  150","6.9","8.9",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-12-29","2.68"," 1525"," 1504","0.00",,,"41","54","27","    0","  210","  220","13.0","16.1",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-12-30","13.20"," 1532"," 1120","0.02",,,"44","54","33","    0","  300","  300","29.1","38.0",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2003-12-31","9.40"," 2015"," 2023","0.00",,,"43","47","38",,"  220","  210","14.1","17.9",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2004-01-01","6.93"," 1057"," 1053","0.00",,,"40","49","30","    0","  320","  300","17.0","23.0",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2004-01-02","4.03"," 1107"," 1101","0.01",,,"42","50","33","    0","  240","  240","14.1","17.0",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2004-01-03","3.80"," 1133"," 1129","0.00",,,"49","56","42","    0","  240","  240","12.1","15.0",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2004-01-04","7.38"," 1421"," 1421","0.14",,,"47","55","39","    0","   10","   10","21.0","23.9",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2004-01-05","7.38"," 0526"," 0525","0.39",,,"41","43","38","    0","   70","   70","19.9","23.0",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2004-01-06","13.87"," 1642"," 1642","0.00",,,"31","40","22","    0","  280","  290","30.0","38.0",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2004-01-07","16.78"," 1128"," 1140","0.00",,,"23","27","18","    0","  260","  270","30.0","38.9",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2004-01-08","10.96"," 1034"," 1117","0.00",,,"27","32","21","    0","  240","  270","19.9","23.9",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2004-01-09","11.86"," 1028"," 1129","0.00",,,"19","30","8","    0","   10","  360","21.0","23.9",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2004-01-10","11.63"," 1152"," 1229","0.00",,,"11","17","4","    0","   10","   10","17.9","23.0",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2004-01-11","8.50"," 2050"," 2142","0.00",,,"17","28","6","    0","  210","  210","17.0","23.0",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2004-01-12","7.83"," 2148"," 2148","0.00",,,"35","43","27","    0","  290","  280","15.0","17.9",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2004-01-13","13.87"," 1708"," 1707","0.00",,,"34","46","22","    0","  300","  290","28.0","34.9",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2004-01-14","8.05"," 0017"," 0016","0.02",,,"17","22","12","    0","  330","  330","17.9","23.0",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2004-01-15","14.99"," 2240"," 2239","0.04",,,"14","21","6","    0","  320","  330","30.0","36.9",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2004-01-16","17.00"," 0001"," 1519","0.00",,,"15","26","4","    0","  310","  290","29.1","36.0",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2004-01-17","9.17"," 0235"," 0234","0.03",,,"25","32","18","    0","  300","  280","17.9","23.9",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2004-01-18","7.61"," 2213"," 2212","0.49",,,"32","35","28","    0","  310","  310","23.9","30.0",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2004-01-19","16.78"," 1514"," 1519","0.00",,,"26","29","23","    0","  290","  290","28.0","36.0",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2004-01-20","14.99"," 1015"," 0941","0.00",,,"25","29","21","    0","  320","  270","25.9","36.0",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2004-01-21","7.83"," 1001"," 0955","0.00",,,"22","28","16","    0","  320","  310","17.0","23.9",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2004-01-22","11.63"," 1515"," 2143","0.00",,,"31","42","20","    0","  250","  280","25.9","34.9",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2004-01-23","14.09"," 1249"," 1248","0.00",,,"17","20","13","    0","  280","  290","25.9","34.9",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2004-01-24","8.28"," 2235"," 2234","0.00",,,"19","25","12","    0","  330","  330","21.9","25.9",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2004-01-25","6.93"," 0000"," 0110","0.01",,,"13","19","7","    0","  360","  330","16.1","19.9",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2004-01-26","12.30"," 2042"," 2131","0.12",,,"18","22","14","    0","   60","   60","19.9","23.0",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2004-01-27","14.09"," 2203"," 2153","0.16",,,"23","25","21","    0","  340","  320","21.9","25.9",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2004-01-28","16.11"," 1404"," 1403","0.00",,,"25","28","22","    0","  290","  290","30.0","40.0",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2004-01-29","11.63"," 1509"," 1511","0.00",,,"24","28","19","    0","  280","  260","28.0","33.1",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2004-01-30","14.09"," 1521"," 2113","0.00",,,"20","24","16","    0","  270","  280","25.1","31.1",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2004-01-31","14.99"," 1208"," 1208","0.00",,,"19","25","13","    0","  280","  280","25.1","32.0",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2004-02-01","7.83"," 0255"," 0054","0.00",,,"25","36","14","    0","  280","  270","14.1","17.0",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2004-02-02","2.91"," 2016"," 2016","0.00",,,"28","39","16","    0","  120","  120","8.9","10.1",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2004-02-03","10.07"," 1522"," 1914","0.57",,,"35","46","23","    0","  100","  260","21.0","25.1",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2004-02-04","11.41"," 1137"," 0935","0.00",,,"36","42","30","    0","  280","  300","21.9","29.1",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2004-02-05","5.14"," 0918"," 0921","0.00",,,"31","35","26","    0","  360","  360","15.0","17.0",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2004-02-06","6.04"," 1202"," 1156","1.80",,,"35","38","31","    0","  340","  320","16.1","19.9",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2004-02-07","12.97"," 1214"," 1213","0.02",,,"37","44","29","    0","  290","  300","28.0","33.1",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2004-02-08","12.75"," 0915"," 0628","0.00",,,"27","32","22","    0","  330","  330","23.0","33.1",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2004-02-09","9.62"," 1356"," 1425","0.00",,,"33","44","22","    0","  230","  230","23.0","31.1",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2004-02-10","6.49"," 1441"," 1430","0.00",,,"40","50","30","    0","  300","  280","17.9","21.9",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2004-02-11","12.08"," 1436"," 1335","0.00",,,"34","40","28","    0","  280","  270","21.0","25.1",,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","2004-02-12","3.58"," 1436"," 1400","0.00",,,"33","40","26","    0","  210","  190","12.1","14.1",,,,
