"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT08"
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1966-12-14",,,,"0.10",,,,"37","35",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1966-12-15",,,,"0.00",,,,"40","28",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1966-12-16",,,,"0.00",,,,"42","24",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1966-12-17",,,,"0.00",,,,"54","26",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1966-12-18",,,,"0.00",,,,"58","43",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1966-12-19",,,,"0.00",,,,"43","26",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1966-12-20",,,,"0.80",,,,"35","26",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1966-12-21",,,,"0.05",,,,"35","28",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1966-12-22",,,,"0.00",,,,"37","23",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1966-12-23",,,,"0.00",,,,"33","26",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1966-12-24",,,,"0.60",,,,"26","23",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1966-12-25",,,,"0.05",,,,"31","24",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1966-12-26",,,,"0.00",,,,"32","25",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1966-12-27",,,,"0.00",,,,"32","18",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1966-12-28",,,,"0.05",,,,"32","17",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1966-12-29",,,,"1.40",,,,"42","30",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1966-12-30",,,,"0.00",,,,"35","27",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1966-12-31",,,,"0.00",,,,"35","19",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-01-01",,,,"0.00",,,,"40","25",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-01-02",,,,"0.00",,,,"43","26",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-01-03",,,,"0.00",,,,"41","25",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-01-04",,,,"0.00",,,,"39","28",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-01-05",,,,"0.00",,,,"37","28",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-01-06",,,,"0.00",,,,"35","25",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-01-07",,,,"0.00",,,,"52","25",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-01-08",,,,"0.25",,,,"53","40",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-01-09",,,,"0.00",,,,"41","27",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-01-10",,,,"0.00",,,,"40","27",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-01-11",,,,"0.00",,,,"37","28",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-01-12",,,,"0.00",,,,"36","25",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-01-13",,,,"0.00",,,,"49","22",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-01-14",,,,"0.10",,,,"42","33",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-01-15",,,,"0.00",,,,"45","37",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-01-16",,,,"0.00",,,,"37","25",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-01-17",,,,"0.00",,,,"46","24",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-01-18",,,,"0.00",,,,"36","15",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-01-19",,,,"0.00",,,,"23","11",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-01-20",,,,"0.00",,,,"40","15",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-01-21",,,,"0.00",,,,"40","29",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-01-22",,,,"0.00",,,,"57","28",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-01-23",,,,"0.00",,,,"63","34",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-01-24",,,,"0.00",,,,"70","39",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-01-25",,,,"0.00",,,,"68","42",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-01-26",,,,"0.00",,,,"68","46",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-01-27",,,,"0.90",,,,"46","40",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-01-28",,,,"0.00",,,,"40","30",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-01-29",,,,"0.05",,,,"35","27",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-01-30",,,,"0.00",,,,"35","24",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-01-31",,,,"0.00",,,,"37","18",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-02-01",,,,"0.00",,,,"50","27",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-02-02",,,,"0.15",,,,"62","32",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-02-03",,,,"0.00",,,,"32","23",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-02-04",,,,"0.00",,,,"40","26",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-02-05",,,,"0.00",,,,"46","33",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-02-06",,,,"0.00",,,,"36","18",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-02-07",,,,"1.10",,,,"19","14",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-02-08",,,,"0.00",,,,"25","-1",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-02-09",,,,"0.00",,,,"33","-2",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-02-10",,,,"0.25",,,,"37","25",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-02-11",,,,"0.00",,,,"45","28",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-02-12",,,,"0.00",,,,"28","7",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-02-13",,,,"0.00",,,,"25","-2",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-02-14",,,,"0.00",,,,"49","11",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-02-15",,,,"0.00",,,,"59","43",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-02-16",,,,"0.00",,,,"55","29",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-02-17",,,,"0.07",,,,"29","22",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-02-18",,,,"0.10",,,,"31","17",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-02-19",,,,"0.00",,,,"36","15",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-02-20",,,,"0.10",,,,"39","25",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-02-21",,,,"0.05",,,,"37","26",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-02-22",,,,"0.00",,,,"39","21",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-02-23",,,,"0.16",,,,"36","24",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-02-24",,,,"0.00",,,,"28","19",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-02-25",,,,"0.00",,,,"24","13",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-02-26",,,,"0.00",,,,"32","17",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-02-27",,,,"0.00",,,,"39","19",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-02-28",,,,"0.05",,,,"45","28",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-03-01",,,,"0.00",,,,"29","18",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-03-02",,,,"0.00",,,,"44","15",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-03-03",,,,"0.00",,,,"65","39",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-03-04",,,,"0.00",,,,"43","34",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-03-05",,,,"0.60",,,,"37","32",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-03-06",,,,"0.80",,,,"40","34",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-03-07",,,,"2.40",,,,"37","28",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-03-08",,,,"0.00",,,,"43","25",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-03-09",,,,"0.00",,,,"55","31",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-03-10",,,,"0.00",,,,"68","32",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-03-11",,,,"0.15",,,,"71","42",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-03-12",,,,"0.00",,,,"55","35",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-03-13",,,,"0.00",,,,"42","33",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-03-14",,,,"0.00",,,,"65","40",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-03-15",,,,"0.35",,,,"49","31",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-03-16",,,,"0.00",,,,"35","27",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-03-17",,,,"0.07",,,,"27","17",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-03-18",,,,"0.00",,,,"21","12",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-03-19",,,,"0.00",,,,"32","8",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-03-20",,,,"0.00",,,,"36","24",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-03-21",,,,"0.45",,,,"34","32",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-03-22",,,,"0.25",,,,"35","31",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-03-23",,,,"0.30",,,,"37","31",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-03-24",,,,"0.00",,,,"45","33",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-03-25",,,,"0.00",,,,"54","32",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-03-26",,,,"0.00",,,,"60","38",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-03-27",,,,"0.00",,,,"46","31",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-03-28",,,,"0.00",,,,"54","37",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-03-29",,,,"0.25",,,,"56","38",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-03-30",,,,"0.00",,,,"61","34",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-03-31",,,,"0.00",,,,"62","33",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-05-01",,,,"0.00",,,,"78","45",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-05-02",,,,"0.05",,,,"73","53",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-05-03",,,,"0.25",,,,"62","46",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-05-04",,,,"0.00",,,,"65","38",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-05-05",,,,"0.00",,,,"73","45",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-05-06",,,,"0.40",,,,"56","42",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-05-07",,,,"0.75",,,,"44","43",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-05-08",,,,"0.05",,,,"60","43",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-05-09",,,,"0.00",,,,"56","42",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-05-10",,,,"0.00",,,,"60","44",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-05-11",,,,"0.25",,,,"60","42",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-05-12",,,,"0.00",,,,"61","47",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-05-13",,,,"0.00",,,,"63","37",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-05-14",,,,"0.05",,,,"61","45",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-05-15",,,,"0.30",,,,"65","49",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-05-16",,,,"0.00",,,,"62","44",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-05-17",,,,"0.00",,,,"65","37",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-05-18",,,,"0.00",,,,"74","46",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-05-19",,,,"0.15",,,,"80","57",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-05-20",,,,"0.00",,,,"74","52",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-05-21",,,,"0.00",,,,"57","44",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-05-22",,,,"0.05",,,,"62","49",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-05-23",,,,"0.00",,,,"65","46",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-05-24",,,,"0.00",,,,"60","46",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-05-25",,,,"0.00",,,,"54","46",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-05-26",,,,"0.00",,,,"63","47",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-05-27",,,,"0.00",,,,"78","40",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-05-28",,,,"0.00",,,,"78","54",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-05-29",,,,"0.30",,,,"56","51",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-05-30",,,,"0.00",,,,"71","48",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-05-31",,,,"0.00",,,,"69","50",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-06-01",,,,"0.00",,,,"73","43",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-06-02",,,,"0.00",,,,"84","53",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-06-03",,,,"0.00",,,,"85","64",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-06-04",,,,"0.00",,,,"85","55",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-06-05",,,,"0.00",,,,"85","60",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-06-06",,,,"0.00",,,,"81","55",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-06-07",,,,"0.00",,,,"82","57",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-06-08",,,,"0.00",,,,"83","62",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-06-09",,,,"0.00",,,,"85","62",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-06-10",,,,"0.00",,,,"89","65",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-06-11",,,,"0.00",,,,"90","70",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-06-12",,,,"0.00",,,,"93","63",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-06-13",,,,"0.00",,,,"80","60",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-06-14",,,,"0.00",,,,"75","61",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-06-15",,,,"0.00",,,,"84","62",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-06-16",,,,"0.00",,,,"93","71",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-06-17",,,,"0.00",,,,"91","72",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-06-18",,,,"0.05",,,,"89","67",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-06-19",,,,"0.70",,,,"67","61",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-06-20",,,,"0.00",,,,"74","59",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-06-21",,,,"0.00",,,,"86","57",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-06-22",,,,"0.90",,,,"87","71",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-06-23",,,,"0.05",,,,"84","70",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-06-24",,,,"0.00",,,,"88","68",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-06-25",,,,"0.00",,,,"89","68",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-06-26",,,,"0.00",,,,"81","59",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-06-27",,,,"0.00",,,,"83","55",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-06-28",,,,"0.00",,,,"84","56",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-06-29",,,,"0.00",,,,"78","56",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-06-30",,,,"0.45",,,,"66","63",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-07-01",,,,"0.00",,,,"82","65",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-07-02",,,,"0.00",,,,"89","65",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-07-03",,,,"1.25",,,,"83","68",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-07-04",,,,"0.30",,,,"78","59",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-07-05",,,,"0.00",,,,"74","56",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-07-06",,,,"0.00",,,,"76","58",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-07-07",,,,"0.00",,,,"78","58",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-07-08",,,,"0.00",,,,"82","62",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-07-09",,,,"0.00",,,,"86","70",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-07-10",,,,"2.00",,,,"90","70",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-07-11",,,,"0.20",,,,"84","71",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-07-12",,,,"0.05",,,,"88","72",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-07-13",,,,"0.00",,,,"84","72",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-07-14",,,,"0.10",,,,"79","69",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-07-15",,,,"0.10",,,,"80","68",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-07-16",,,,"0.40",,,,"80","64",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-07-17",,,,"0.00",,,,"83","60",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-07-18",,,,"0.65",,,,"83","67",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-07-19",,,,"0.00",,,,"85","65",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-07-20",,,,"0.00",,,,"84","67",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-07-21",,,,"0.15",,,,"85","68",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-07-22",,,,"0.00",,,,"82","65",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-07-23",,,,"0.00",,,,"87","69",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-07-24",,,,"0.00",,,,"91","74",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-07-25",,,,"0.00",,,,"88","72",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-07-26",,,,"0.00",,,,"85","73",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-07-27",,,,"0.00",,,,"89","70",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-07-28",,,,"0.75",,,,"82","68",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-07-29",,,,"0.90",,,,"85","66",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-07-30",,,,"0.20",,,,"83","68",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-07-31",,,,"0.13",,,,"85","68",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-08-01",,,,"0.10",,,,"86","67",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-08-02",,,,"0.00",,,,"87","66",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-08-03",,,,"2.00",,,,"78","69",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-08-04",,,,"0.35",,,,"81","68",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-08-05",,,,"0.50",,,,"81","63",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-08-06",,,,"0.00",,,,"83","67",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-08-07",,,,"0.00",,,,"83","63",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-08-08",,,,"0.00",,,,"85","65",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-08-09",,,,"0.05",,,,"85","63",,,,,,,,,
"USW00094732","NORTHEAST PHILADELPHIA AIRPORT, PA US","1967-08-10",,,,"1.35",,,,"82","70",,,,,,,,,
